Timestamp,WiFi Attenuation,Signal Strength,Noise,Transfer Rate,Bandwidth
10:05:52,23,-057,-089,137 KBytes,1.12 Mbits/sec
10:05:54,23,-059,-089,167 KBytes,1.37 Mbits/sec
10:05:55,23,-058,-089,290 KBytes,2.37 Mbits/sec
10:05:56,24,-057,-090,280 KBytes,2.29 Mbits/sec
10:05:56,24,-057,-090,0.00 Bytes,0.00 bits/sec
10:05:56,24,-057,-090,3.51 MBytes,978 Kbits/sec
10:05:56,24,-057,-090,3.46 MBytes,965 Kbits/sec
10:06:07,25,-063,-086,28.3 KBytes,232 Kbits/sec
10:06:08,25,-063,-088,69.3 KBytes,568 Kbits/sec
10:06:09,25,-064,-087,29.7 KBytes,243 Kbits/sec
10:06:10,25,-063,-086,5.66 KBytes,46.3 Kbits/sec
10:06:11,25,-063,-086,0.00 Bytes,0.00 bits/sec
10:06:13,25,-063,-087,0.00 Bytes,0.00 bits/sec
10:06:14,25,-063,-087,1.41 KBytes,11.6 Kbits/sec
10:06:15,25,-063,-086,0.00 Bytes,0.00 bits/sec
10:06:15,25,-063,-086,0.00 Bytes,0.00 bits/sec
10:06:16,25,-063,-086,0.00 Bytes,0.00 bits/sec
10:06:17,25,-063,-087,0.00 Bytes,0.00 bits/sec
10:06:18,25,-064,-089,0.00 Bytes,0.00 bits/sec
10:06:19,26,-064,-091,0.00 Bytes,0.00 bits/sec
10:06:20,26,-064,-091,0.00 Bytes,0.00 bits/sec
10:06:21,26,-065,-090,0.00 Bytes,0.00 bits/sec
10:06:22,26,-065,-089,0.00 Bytes,0.00 bits/sec
10:06:23,26,-066,-088,0.00 Bytes,0.00 bits/sec
10:06:24,26,-066,-086,0.00 Bytes,0.00 bits/sec
10:06:25,26,-065,-085,52.3 KBytes,429 Kbits/sec
10:06:26,26,-063,-086,14.1 KBytes,116 Kbits/sec
10:06:27,26,-062,-085,7.07 KBytes,57.9 Kbits/sec
10:06:28,26,-062,-086,8.48 KBytes,69.5 Kbits/sec
10:06:30,26,-061,-086,0.00 Bytes,0.00 bits/sec
10:06:31,27,-061,-086,15.6 KBytes,128 Kbits/sec
10:06:32,27,-063,-088,8.48 KBytes,69.5 Kbits/sec
10:06:32,27,-063,-087,0.00 Bytes,0.00 bits/sec
10:06:33,27,-064,-087,9.90 KBytes,81.1 Kbits/sec
10:06:34,27,-066,-086,0.00 Bytes,0.00 bits/sec
10:06:35,27,-066,-085,5.66 KBytes,46.3 Kbits/sec
10:06:36,27,-066,-083,0.00 Bytes,0.00 bits/sec
10:06:37,27,-066,-082,0.00 Bytes,0.00 bits/sec
10:06:37,27,-066,-082,305 KBytes,81.8 Kbits/sec
10:06:37,27,-066,-082,256 KBytes,68.5 Kbits/sec
10:06:54,29,-067,-077,4.24 KBytes,34.7 Kbits/sec
10:06:55,29,-065,-077,0.00 Bytes,0.00 bits/sec
10:06:56,29,-065,-078,0.00 Bytes,0.00 bits/sec
10:06:57,29,-065,-077,0.00 Bytes,0.00 bits/sec
10:06:58,29,-065,-078,0.00 Bytes,0.00 bits/sec
10:06:59,29,-066,-079,2.83 KBytes,23.2 Kbits/sec
10:07:00,29,-066,-079,0.00 Bytes,0.00 bits/sec
10:07:01,29,-066,-079,0.00 Bytes,0.00 bits/sec
10:07:02,29,-066,-078,0.00 Bytes,0.00 bits/sec
10:07:03,29,-066,-075,1.41 KBytes,11.6 Kbits/sec
10:07:04,29,-066,-075,0.00 Bytes,0.00 bits/sec
10:07:05,30,-066,-075,0.00 Bytes,0.00 bits/sec
10:07:06,30,-066,-076,0.00 Bytes,0.00 bits/sec
10:07:08,30,-066,-078,0.00 Bytes,0.00 bits/sec
10:07:09,30,-067,-078,0.00 Bytes,0.00 bits/sec
10:07:10,30,-069,-076,0.00 Bytes,0.00 bits/sec
10:07:10,30,-069,-076,0.00 Bytes,0.00 bits/sec
10:07:11,30,-069,-075,1.41 KBytes,11.6 Kbits/sec
10:07:12,30,-069,-077,0.00 Bytes,0.00 bits/sec
10:07:13,30,-069,-077,0.00 Bytes,0.00 bits/sec
10:07:14,30,-070,-078,0.00 Bytes,0.00 bits/sec
10:07:15,30,-070,-079,0.00 Bytes,0.00 bits/sec
10:07:16,30,-070,-081,1.41 KBytes,11.6 Kbits/sec
10:07:17,29,-069,-081,0.00 Bytes,0.00 bits/sec
10:07:18,29,-069,-081,0.00 Bytes,0.00 bits/sec
10:07:19,29,-068,-080,0.00 Bytes,0.00 bits/sec
10:07:20,29,-068,-078,0.00 Bytes,0.00 bits/sec
10:07:21,29,-068,-076,0.00 Bytes,0.00 bits/sec
10:07:22,29,-068,-075,0.00 Bytes,0.00 bits/sec
10:07:23,29,-068,-074,0.00 Bytes,0.00 bits/sec
10:07:30,28,-067,-075,0.00 Bytes,0.00 bits/sec
10:07:30,28,-067,-075,45.2 KBytes,12.4 Kbits/sec
10:07:30,28,-067,-075,11.3 KBytes,3.09 Kbits/sec
10:07:41,27,-065,-078,0.00 Bytes,0.00 bits/sec
10:07:42,27,-066,-077,1.41 KBytes,11.6 Kbits/sec
10:07:43,27,-067,-075,0.00 Bytes,0.00 bits/sec
10:07:44,27,-068,-076,0.00 Bytes,0.00 bits/sec
10:07:46,27,-068,-075,0.00 Bytes,0.00 bits/sec
10:07:47,27,-068,-076,0.00 Bytes,0.00 bits/sec
10:07:48,27,-068,-077,0.00 Bytes,0.00 bits/sec
10:07:49,27,-068,-076,0.00 Bytes,0.00 bits/sec
10:07:49,27,-068,-076,1.41 KBytes,11.6 Kbits/sec
10:07:50,27,-068,-077,0.00 Bytes,0.00 bits/sec
10:07:51,27,-067,-076,0.00 Bytes,0.00 bits/sec
10:07:52,26,-067,-075,8.48 KBytes,69.5 Kbits/sec
10:07:53,26,-067,-076,0.00 Bytes,0.00 bits/sec
10:07:54,26,-067,-076,0.00 Bytes,0.00 bits/sec
10:07:55,26,-066,-078,0.00 Bytes,0.00 bits/sec
10:07:56,26,-065,-079,0.00 Bytes,0.00 bits/sec
10:07:57,26,-065,-080,0.00 Bytes,0.00 bits/sec
10:07:58,26,-065,-079,1.41 KBytes,11.6 Kbits/sec
10:07:59,26,-065,-079,0.00 Bytes,0.00 bits/sec
10:08:00,26,-066,-080,0.00 Bytes,0.00 bits/sec
10:08:01,26,-066,-080,0.00 Bytes,0.00 bits/sec
10:08:02,26,-066,-081,0.00 Bytes,0.00 bits/sec
10:08:04,25,-066,-079,0.00 Bytes,0.00 bits/sec
10:08:05,25,-066,-077,0.00 Bytes,0.00 bits/sec
10:08:06,25,-066,-075,0.00 Bytes,0.00 bits/sec
10:08:07,25,-064,-076,0.00 Bytes,0.00 bits/sec
10:08:07,25,-064,-076,0.00 Bytes,0.00 bits/sec
10:08:08,25,-064,-076,0.00 Bytes,0.00 bits/sec
10:08:09,25,-064,-077,0.00 Bytes,0.00 bits/sec
10:08:10,25,-064,-079,0.00 Bytes,0.00 bits/sec
10:08:10,25,-064,-079,0.00 Bytes,0.00 bits/sec
10:08:10,25,-064,-079,42.4 KBytes,11.5 Kbits/sec
10:08:10,25,-064,-079,12.7 KBytes,3.45 Kbits/sec
10:08:22,24,-064,-079,21.2 KBytes,174 Kbits/sec
10:08:24,24,-064,-078,65.0 KBytes,533 Kbits/sec
10:08:25,24,-063,-076,4.24 KBytes,34.7 Kbits/sec
10:08:25,24,-063,-076,7.07 KBytes,57.9 Kbits/sec
10:08:26,24,-061,-076,4.24 KBytes,34.8 Kbits/sec
10:08:27,23,-059,-077,36.8 KBytes,301 Kbits/sec
10:08:28,23,-064,-075,36.8 KBytes,301 Kbits/sec
10:08:29,23,-060,-075,21.2 KBytes,174 Kbits/sec
10:08:30,23,-060,-074,0.00 Bytes,0.00 bits/sec
10:08:31,23,-060,-072,11.3 KBytes,92.7 Kbits/sec
10:08:32,23,-060,-074,1.41 KBytes,11.6 Kbits/sec
10:08:33,23,-065,-075,15.6 KBytes,127 Kbits/sec
10:08:34,23,-063,-075,0.00 Bytes,0.00 bits/sec
10:08:35,23,-062,-075,0.00 Bytes,0.00 bits/sec
10:08:36,23,-062,-074,1.41 KBytes,11.6 Kbits/sec
10:08:37,23,-059,-073,0.00 Bytes,0.00 bits/sec
10:08:38,22,-058,-072,14.1 KBytes,116 Kbits/sec
10:08:39,22,-058,-072,0.00 Bytes,0.00 bits/sec
10:08:41,22,-059,-072,1.41 KBytes,11.6 Kbits/sec
10:08:42,22,-062,-073,41.0 KBytes,336 Kbits/sec
10:08:42,22,-062,-073,0.00 Bytes,0.00 bits/sec
10:08:43,22,-062,-076,5.66 KBytes,46.3 Kbits/sec
10:08:44,22,-061,-076,0.00 Bytes,0.00 bits/sec
10:08:45,22,-061,-076,1.41 KBytes,11.6 Kbits/sec
10:08:46,22,-061,-075,0.00 Bytes,0.00 bits/sec
10:08:47,22,-062,-075,69.3 KBytes,568 Kbits/sec
10:08:48,22,-061,-075,62.2 KBytes,510 Kbits/sec
10:08:49,22,-062,-076,49.5 KBytes,405 Kbits/sec
10:08:50,21,-059,-075,24.0 KBytes,197 Kbits/sec
10:08:51,21,-058,-074,15.6 KBytes,127 Kbits/sec
10:08:51,21,-058,-074,0.00 Bytes,0.00 bits/sec
10:08:51,21,-058,-074,535 KBytes,145 Kbits/sec
10:08:51,21,-058,-074,510 KBytes,138 Kbits/sec
10:09:03,20,-059,-078,164 KBytes,1.34 Mbits/sec
10:09:04,20,-054,-077,256 KBytes,2.10 Mbits/sec
10:09:05,20,-054,-078,348 KBytes,2.85 Mbits/sec
10:09:06,20,-055,-077,348 KBytes,2.85 Mbits/sec
10:09:07,20,-053,-077,174 KBytes,1.42 Mbits/sec
10:09:08,20,-058,-076,110 KBytes,903 Kbits/sec
10:09:09,20,-058,-075,2.83 KBytes,23.2 Kbits/sec
10:09:10,20,-059,-073,69.3 KBytes,568 Kbits/sec
10:09:11,20,-057,-072,21.2 KBytes,174 Kbits/sec
10:09:12,20,-056,-072,214 KBytes,1.75 Mbits/sec
10:09:13,19,-054,-074,308 KBytes,2.53 Mbits/sec
10:09:14,19,-054,-073,238 KBytes,1.95 Mbits/sec
10:09:15,19,-057,-073,260 KBytes,2.13 Mbits/sec
10:09:17,19,-053,-074,286 KBytes,2.34 Mbits/sec
10:09:18,19,-054,-074,1.41 KBytes,11.6 Kbits/sec
10:09:18,19,-054,-074,240 KBytes,1.97 Mbits/sec
10:09:19,19,-054,-075,281 KBytes,2.30 Mbits/sec
10:09:20,19,-056,-076,461 KBytes,3.78 Mbits/sec
10:09:21,19,-054,-075,140 KBytes,1.15 Mbits/sec
10:09:22,19,-054,-074,338 KBytes,2.77 Mbits/sec
10:09:23,19,-053,-076,301 KBytes,2.47 Mbits/sec
10:09:24,19,-055,-076,230 KBytes,1.89 Mbits/sec
10:09:25,18,-053,-077,382 KBytes,3.13 Mbits/sec
10:09:26,18,-052,-080,479 KBytes,3.93 Mbits/sec
10:09:27,18,-054,-081,542 KBytes,4.44 Mbits/sec
10:09:28,18,-054,-079,474 KBytes,3.88 Mbits/sec
10:09:29,18,-052,-078,454 KBytes,3.72 Mbits/sec
10:09:30,18,-054,-077,94.7 KBytes,776 Kbits/sec
10:09:31,18,-053,-077,327 KBytes,2.68 Mbits/sec
10:09:32,18,-053,-079,153 KBytes,1.25 Mbits/sec
10:09:32,18,-053,-079,0.00 Bytes,0.00 bits/sec
10:09:33,18,-053,-079,7.60 MBytes,2.11 Mbits/sec
10:09:33,18,-053,-079,7.52 MBytes,2.09 Mbits/sec
10:09:44,17,-055,-077,194 KBytes,1.59 Mbits/sec
10:09:45,17,-053,-077,79.2 KBytes,649 Kbits/sec
10:09:45,17,-053,-077,165 KBytes,1.36 Mbits/sec
10:09:46,17,-052,-078,242 KBytes,1.98 Mbits/sec
10:09:47,17,-052,-079,26.9 KBytes,220 Kbits/sec
10:09:48,16,-053,-078,97.6 KBytes,799 Kbits/sec
10:09:49,16,-053,-077,5.66 KBytes,46.4 Kbits/sec
10:09:50,16,-054,-076,22.6 KBytes,185 Kbits/sec
10:09:51,16,-051,-075,50.9 KBytes,417 Kbits/sec
10:09:52,16,-052,-076,130 KBytes,1.07 Mbits/sec
10:09:54,16,-050,-075,359 KBytes,2.94 Mbits/sec
10:09:55,16,-051,-075,431 KBytes,3.53 Mbits/sec
10:09:56,16,-050,-076,766 KBytes,6.28 Mbits/sec
10:09:57,16,-050,-077,580 KBytes,4.75 Mbits/sec
10:09:58,16,-051,-079,212 KBytes,1.74 Mbits/sec
10:09:59,16,-052,-078,55.1 KBytes,452 Kbits/sec
10:10:00,15,-051,-078,331 KBytes,2.71 Mbits/sec
10:10:01,15,-052,-079,337 KBytes,2.76 Mbits/sec
10:10:02,15,-051,-078,356 KBytes,2.92 Mbits/sec
10:10:02,15,-051,-078,259 KBytes,2.12 Mbits/sec
10:10:03,15,-051,-078,107 KBytes,880 Kbits/sec
10:10:04,15,-052,-077,266 KBytes,2.18 Mbits/sec
10:10:05,15,-049,-076,491 KBytes,4.02 Mbits/sec
10:10:06,15,-048,-076,492 KBytes,4.03 Mbits/sec
10:10:07,15,-051,-077,595 KBytes,4.88 Mbits/sec
10:10:08,15,-050,-076,434 KBytes,3.56 Mbits/sec
10:10:09,15,-048,-076,863 KBytes,7.07 Mbits/sec
10:10:11,15,-050,-076,686 KBytes,5.62 Mbits/sec
10:10:12,14,-050,-075,458 KBytes,3.75 Mbits/sec
10:10:13,14,-050,-074,533 KBytes,4.37 Mbits/sec
10:10:13,14,-050,-074,28.3 KBytes,9.38 Mbits/sec
10:10:13,14,-050,-074,9.52 MBytes,2.66 Mbits/sec
10:10:13,14,-050,-074,9.43 MBytes,2.63 Mbits/sec
10:10:24,13,-048,-076,650 KBytes,5.33 Mbits/sec
10:10:25,13,-047,-077,686 KBytes,5.62 Mbits/sec
10:10:26,13,-050,-076,469 KBytes,3.85 Mbits/sec
10:10:27,13,-050,-075,0.00 Bytes,0.00 bits/sec
10:10:29,13,-047,-074,520 KBytes,4.27 Mbits/sec
10:10:30,13,-049,-073,436 KBytes,3.57 Mbits/sec
10:10:31,13,-049,-073,556 KBytes,4.55 Mbits/sec
10:10:32,13,-048,-073,431 KBytes,3.53 Mbits/sec
10:10:32,13,-048,-073,675 KBytes,5.53 Mbits/sec
10:10:33,13,-048,-073,650 KBytes,5.33 Mbits/sec
10:10:34,13,-048,-075,512 KBytes,4.19 Mbits/sec
10:10:35,12,-049,-076,318 KBytes,2.61 Mbits/sec
10:10:36,12,-048,-078,745 KBytes,6.10 Mbits/sec
10:10:37,12,-048,-081,485 KBytes,3.97 Mbits/sec
10:10:38,12,-048,-080,403 KBytes,3.30 Mbits/sec
10:10:39,12,-046,-078,536 KBytes,4.39 Mbits/sec
10:10:40,12,-047,-077,574 KBytes,4.70 Mbits/sec
10:10:41,12,-048,-076,576 KBytes,4.71 Mbits/sec
10:10:42,12,-047,-076,373 KBytes,3.06 Mbits/sec
10:10:43,12,-047,-077,505 KBytes,4.14 Mbits/sec
10:10:44,12,-047,-077,708 KBytes,5.80 Mbits/sec
10:10:45,12,-047,-079,798 KBytes,6.53 Mbits/sec
10:10:47,11,-048,-079,573 KBytes,4.69 Mbits/sec
10:10:48,11,-046,-080,502 KBytes,4.11 Mbits/sec
10:10:49,11,-046,-079,513 KBytes,4.21 Mbits/sec
10:10:49,11,-046,-079,178 KBytes,1.46 Mbits/sec
10:10:50,11,-047,-079,240 KBytes,1.97 Mbits/sec
10:10:51,11,-045,-078,177 KBytes,1.45 Mbits/sec
10:10:52,11,-045,-077,175 KBytes,1.44 Mbits/sec
10:10:53,11,-046,-074,464 KBytes,3.80 Mbits/sec
10:10:53,11,-046,-074,12.7 KBytes,6.07 Mbits/sec
10:10:53,11,-046,-074,14.3 MBytes,4.01 Mbits/sec
10:10:53,11,-046,-074,14.1 MBytes,3.94 Mbits/sec
10:11:05,10,-045,-074,567 KBytes,4.64 Mbits/sec
10:11:06,10,-045,-075,503 KBytes,4.12 Mbits/sec
10:11:07,10,-044,-076,464 KBytes,3.80 Mbits/sec
10:11:08,10,-045,-078,516 KBytes,4.23 Mbits/sec
10:11:09,10,-046,-078,375 KBytes,3.07 Mbits/sec
10:11:10,9,-045,-078,376 KBytes,3.08 Mbits/sec
10:11:11,9,-044,-077,505 KBytes,4.14 Mbits/sec
10:11:12,9,-045,-075,721 KBytes,5.91 Mbits/sec
10:11:13,9,-045,-074,888 KBytes,7.27 Mbits/sec
10:11:14,9,-045,-075,506 KBytes,4.15 Mbits/sec
10:11:14,9,-045,-075,615 KBytes,5.04 Mbits/sec
10:11:15,9,-045,-076,479 KBytes,3.93 Mbits/sec
10:11:16,9,-046,-076,313 KBytes,2.56 Mbits/sec
10:11:17,9,-045,-076,291 KBytes,2.39 Mbits/sec
10:11:18,9,-044,-076,699 KBytes,5.72 Mbits/sec
10:11:19,9,-045,-076,509 KBytes,4.17 Mbits/sec
10:11:20,9,-046,-075,604 KBytes,4.95 Mbits/sec
10:11:21,8,-046,-074,385 KBytes,3.15 Mbits/sec
10:11:23,8,-045,-073,554 KBytes,4.54 Mbits/sec
10:11:24,8,-043,-074,853 KBytes,6.99 Mbits/sec
10:11:25,8,-044,-077,1005 KBytes,8.24 Mbits/sec
10:11:26,8,-044,-077,871 KBytes,7.14 Mbits/sec
10:11:27,8,-043,-077,557 KBytes,4.56 Mbits/sec
10:11:28,8,-042,-075,775 KBytes,6.35 Mbits/sec
10:11:29,8,-044,-074,656 KBytes,5.37 Mbits/sec
10:11:30,8,-043,-075,264 KBytes,2.17 Mbits/sec
10:11:31,8,-042,-076,486 KBytes,3.98 Mbits/sec
10:11:32,8,-043,-077,675 KBytes,5.53 Mbits/sec
10:11:32,8,-043,-077,796 KBytes,6.52 Mbits/sec
10:11:33,7,-043,-077,454 KBytes,3.72 Mbits/sec
10:11:33,7,-043,-077,26.9 KBytes,5.25 Mbits/sec
10:11:33,7,-043,-076,17.0 MBytes,4.76 Mbits/sec
10:11:34,7,-043,-076,16.9 MBytes,4.71 Mbits/sec
10:11:45,6,-043,-074,947 KBytes,7.76 Mbits/sec
10:11:46,6,-041,-075,947 KBytes,7.76 Mbits/sec
10:11:47,6,-042,-076,812 KBytes,6.65 Mbits/sec
10:11:48,6,-041,-079,863 KBytes,7.07 Mbits/sec
10:11:49,6,-041,-078,515 KBytes,4.22 Mbits/sec
10:11:50,6,-041,-078,175 KBytes,1.44 Mbits/sec
10:11:51,6,-041,-078,335 KBytes,2.75 Mbits/sec
10:11:52,6,-041,-077,407 KBytes,3.34 Mbits/sec
10:11:53,6,-041,-076,858 KBytes,7.03 Mbits/sec
10:11:54,6,-042,-076,1.11 MBytes,9.30 Mbits/sec
10:11:55,6,-042,-076,1.16 MBytes,9.75 Mbits/sec
10:11:56,5,-041,-077,929 KBytes,7.61 Mbits/sec
10:11:56,5,-041,-077,766 KBytes,6.28 Mbits/sec
10:11:57,5,-043,-078,1.09 MBytes,9.17 Mbits/sec
10:11:59,5,-042,-075,1.22 MBytes,10.2 Mbits/sec
10:12:00,5,-042,-075,783 KBytes,6.42 Mbits/sec
10:12:01,5,-041,-076,885 KBytes,7.25 Mbits/sec
10:12:02,5,-040,-077,1.02 MBytes,8.53 Mbits/sec
10:12:03,5,-041,-077,814 KBytes,6.67 Mbits/sec
10:12:04,5,-041,-078,1.12 MBytes,9.42 Mbits/sec
10:12:05,5,-040,-078,969 KBytes,7.93 Mbits/sec
10:12:06,5,-040,-077,865 KBytes,7.09 Mbits/sec
10:12:07,5,-041,-076,761 KBytes,6.23 Mbits/sec
10:12:08,4,-042,-076,952 KBytes,7.80 Mbits/sec
10:12:09,4,-041,-075,795 KBytes,6.51 Mbits/sec
10:12:10,4,-041,-076,703 KBytes,5.76 Mbits/sec
10:12:11,4,-041,-078,631 KBytes,5.17 Mbits/sec
10:12:11,4,-041,-078,588 KBytes,4.82 Mbits/sec
10:12:12,4,-042,-079,691 KBytes,5.67 Mbits/sec
10:12:14,4,-041,-080,954 KBytes,7.82 Mbits/sec
10:12:14,4,-041,-080,26.9 KBytes,6.70 Mbits/sec
10:12:14,4,-041,-080,24.4 MBytes,6.82 Mbits/sec
10:12:14,4,-041,-079,24.3 MBytes,6.78 Mbits/sec
10:12:25,3,-038,-081,1.60 MBytes,13.5 Mbits/sec
10:12:26,3,-038,-080,1.18 MBytes,9.94 Mbits/sec
10:12:27,3,-038,-079,1.27 MBytes,10.6 Mbits/sec
10:12:28,3,-038,-076,947 KBytes,7.76 Mbits/sec
10:12:29,3,-039,-077,1.57 MBytes,13.1 Mbits/sec
10:12:30,3,-038,-077,1.33 MBytes,11.2 Mbits/sec
10:12:31,2,-039,-076,675 KBytes,5.53 Mbits/sec
10:12:33,2,-038,-076,1.13 MBytes,9.44 Mbits/sec
10:12:34,2,-039,-077,864 KBytes,7.08 Mbits/sec
10:12:35,2,-037,-079,996 KBytes,8.15 Mbits/sec
10:12:36,2,-037,-079,836 KBytes,6.85 Mbits/sec
10:12:37,2,-038,-079,798 KBytes,6.53 Mbits/sec
10:12:37,2,-038,-079,687 KBytes,5.63 Mbits/sec
10:12:38,2,-038,-078,707 KBytes,5.79 Mbits/sec
10:12:39,2,-037,-077,751 KBytes,6.15 Mbits/sec
10:12:40,2,-037,-077,977 KBytes,8.00 Mbits/sec
10:12:41,2,-037,-078,1.39 MBytes,11.6 Mbits/sec
10:12:42,2,-037,-077,1.21 MBytes,10.1 Mbits/sec
10:12:43,1,-037,-077,1.56 MBytes,13.1 Mbits/sec
10:12:44,1,-036,-078,1.46 MBytes,12.3 Mbits/sec
10:12:45,1,-036,-077,1.42 MBytes,11.9 Mbits/sec
10:12:46,1,-038,-078,1.59 MBytes,13.3 Mbits/sec
10:12:48,1,-038,-078,1.26 MBytes,10.5 Mbits/sec
10:12:49,1,-038,-080,1.21 MBytes,10.2 Mbits/sec
10:12:50,1,-038,-080,260 KBytes,2.13 Mbits/sec
10:12:51,1,-038,-078,518 KBytes,4.24 Mbits/sec
10:12:52,1,-038,-076,448 KBytes,3.67 Mbits/sec
10:12:53,1,-038,-075,508 KBytes,4.16 Mbits/sec
10:12:53,1,-038,-075,1.10 MBytes,9.20 Mbits/sec
10:12:54,1,-037,-076,1.12 MBytes,9.42 Mbits/sec
10:12:55,0,-036,-078,137 KBytes,15.2 Mbits/sec
10:12:55,0,-036,-078,32.0 MBytes,8.94 Mbits/sec
10:12:55,0,-036,-078,31.3 MBytes,8.72 Mbits/sec
10:13:05,0,-037,-079,1.22 MBytes,10.2 Mbits/sec
10:13:07,1,-036,-077,1.28 MBytes,10.7 Mbits/sec
10:13:08,1,-036,-075,1.21 MBytes,10.2 Mbits/sec
10:13:09,1,-038,-074,1.55 MBytes,13.0 Mbits/sec
10:13:10,1,-038,-076,1.35 MBytes,11.3 Mbits/sec
10:13:11,1,-036,-078,1.67 MBytes,14.0 Mbits/sec
10:13:12,1,-037,-080,974 KBytes,7.98 Mbits/sec
10:13:13,1,-037,-080,1.22 MBytes,10.3 Mbits/sec
10:13:14,1,-036,-081,656 KBytes,5.37 Mbits/sec
10:13:15,1,-036,-080,757 KBytes,6.20 Mbits/sec
10:13:16,1,-037,-080,759 KBytes,6.22 Mbits/sec
10:13:17,1,-036,-080,887 KBytes,7.26 Mbits/sec
10:13:18,2,-039,-078,841 KBytes,6.89 Mbits/sec
10:13:18,2,-039,-078,1.09 MBytes,9.15 Mbits/sec
10:13:19,2,-039,-078,1.29 MBytes,10.8 Mbits/sec
10:13:20,2,-039,-078,1.55 MBytes,13.0 Mbits/sec
10:13:21,2,-039,-077,1.59 MBytes,13.3 Mbits/sec
10:13:22,2,-039,-076,1.36 MBytes,11.4 Mbits/sec
10:13:24,2,-037,-075,1.41 MBytes,11.8 Mbits/sec
10:13:25,2,-037,-076,1.31 MBytes,11.0 Mbits/sec
10:13:26,2,-038,-077,1.37 MBytes,11.5 Mbits/sec
10:13:27,2,-037,-079,1.42 MBytes,11.9 Mbits/sec
10:13:28,2,-037,-079,1.37 MBytes,11.5 Mbits/sec
10:13:29,2,-037,-079,1.49 MBytes,12.5 Mbits/sec
10:13:30,3,-037,-078,966 KBytes,7.91 Mbits/sec
10:13:31,3,-037,-076,898 KBytes,7.36 Mbits/sec
10:13:32,3,-038,-075,1.36 MBytes,11.4 Mbits/sec
10:13:33,3,-038,-073,1.32 MBytes,11.1 Mbits/sec
10:13:34,3,-039,-072,1.31 MBytes,11.0 Mbits/sec
10:13:35,3,-039,-072,1.44 MBytes,12.1 Mbits/sec
10:13:35,3,-039,-072,48.1 KBytes,8.22 Mbits/sec
10:13:35,3,-039,-072,37.3 MBytes,10.4 Mbits/sec
10:13:35,3,-039,-072,36.8 MBytes,10.3 Mbits/sec
10:13:47,4,-041,-078,1.28 MBytes,10.7 Mbits/sec
10:13:48,4,-041,-076,810 KBytes,6.64 Mbits/sec
10:13:49,4,-041,-078,1.09 MBytes,9.16 Mbits/sec
10:13:49,4,-041,-080,216 KBytes,1.77 Mbits/sec
10:13:50,4,-041,-080,192 KBytes,1.58 Mbits/sec
10:13:51,4,-041,-081,255 KBytes,2.08 Mbits/sec
10:13:52,4,-041,-082,598 KBytes,4.90 Mbits/sec
10:13:53,5,-041,-080,581 KBytes,4.76 Mbits/sec
10:13:54,5,-042,-078,906 KBytes,7.43 Mbits/sec
10:13:55,5,-042,-076,1.19 MBytes,10.0 Mbits/sec
10:13:56,5,-042,-076,1.02 MBytes,8.55 Mbits/sec
10:13:57,5,-040,-076,796 KBytes,6.52 Mbits/sec
10:13:58,5,-041,-076,745 KBytes,6.10 Mbits/sec
10:13:59,5,-041,-074,1.06 MBytes,8.85 Mbits/sec
10:14:00,5,-039,-075,1.19 MBytes,10.0 Mbits/sec
10:14:02,5,-040,-076,1.49 MBytes,12.5 Mbits/sec
10:14:03,5,-039,-077,1.23 MBytes,10.3 Mbits/sec
10:14:04,5,-041,-076,1.03 MBytes,8.62 Mbits/sec
10:14:05,6,-041,-075,1007 KBytes,8.25 Mbits/sec
10:14:06,6,-041,-075,1.20 MBytes,10.1 Mbits/sec
10:14:06,6,-041,-075,969 KBytes,7.94 Mbits/sec
10:14:07,6,-040,-076,1.03 MBytes,8.61 Mbits/sec
10:14:08,6,-041,-080,1.07 MBytes,8.94 Mbits/sec
10:14:09,6,-041,-080,544 KBytes,4.46 Mbits/sec
10:14:10,6,-041,-081,372 KBytes,3.05 Mbits/sec
10:14:11,6,-041,-080,1.21 MBytes,10.1 Mbits/sec
10:14:12,6,-042,-078,1.05 MBytes,8.83 Mbits/sec
10:14:13,6,-042,-077,1.07 MBytes,8.97 Mbits/sec
10:14:14,6,-041,-078,1.15 MBytes,9.67 Mbits/sec
10:14:15,6,-041,-079,1.24 MBytes,10.4 Mbits/sec
10:14:15,6,-041,-079,0.00 Bytes,0.00 bits/sec
10:14:15,6,-041,-079,27.6 MBytes,7.69 Mbits/sec
10:14:15,6,-041,-079,27.4 MBytes,7.64 Mbits/sec
10:14:27,7,-043,-082,682 KBytes,5.58 Mbits/sec
10:14:28,8,-042,-081,846 KBytes,6.93 Mbits/sec
10:14:29,8,-043,-080,929 KBytes,7.61 Mbits/sec
10:14:30,8,-043,-079,749 KBytes,6.14 Mbits/sec
10:14:31,8,-044,-077,867 KBytes,7.10 Mbits/sec
10:14:32,8,-043,-076,1.03 MBytes,8.65 Mbits/sec
10:14:33,8,-045,-074,898 KBytes,7.36 Mbits/sec
10:14:34,8,-042,-074,986 KBytes,8.07 Mbits/sec
10:14:36,8,-044,-075,546 KBytes,4.47 Mbits/sec
10:14:37,8,-044,-074,76.4 KBytes,626 Kbits/sec
10:14:37,8,-044,-074,198 KBytes,1.62 Mbits/sec
10:14:38,8,-046,-076,387 KBytes,3.17 Mbits/sec
10:14:39,8,-043,-076,716 KBytes,5.86 Mbits/sec
